"id";"Штрихкод";"Группа товаров";"Наименование товара";"Размер";"Цвет";"Остаток";"Цена";"Фото";"Артикул";"Страна-производитель";"Код товара";"Атрибут4"
8032;2404000003791;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Зеленый;XL;Зеленый;;;;12-68-2;Турция;П0000000113;4
8866;2404000003807;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Зеленый;XXL;Зеленый;;;;12-68-2;Турция;П0000000113;4
500;2404000003630;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Крем;3XL;Кремовый;;;;12-68-2;Турция;П0000000111;4
1839;2404000003647;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Крем;4XL;Кремовый;;;;12-68-2;Турция;П0000000111;4
5063;2404000003654;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Крем;5XL;Кремовый;;;;12-68-2;Турция;П0000000111;4
5515;2404000003661;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Крем;6XL;Кремовый;;9850;;12-68-2;Турция;П0000000111;4
5607;2404000003678;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Крем;7XL;Кремовый;;9850;;12-68-2;Турция;П0000000111;4
5711;2404000003685;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Крем;8XL;Кремовый;;9850;;12-68-2;Турция;П0000000111;4
8109;2404000003616;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Крем;XL;Кремовый;;;;12-68-2;Турция;П0000000111;4
8935;2404000003623;ЭКО КОЖА;Куртка Эко кожа  12-68-2/Крем;XXL;Кремовый;;;;12-68-2;Турция;П0000000111;4
386;2404000003340;ЭКО КОЖА;Куртка Эко кожа B012-146-1/бирюза;3XL;Бирюзовый;;;;B012-146-1;Турция;П0000000108;4
1762;2404000003357;ЭКО КОЖА;Куртка Эко кожа B012-146-1/бирюза;4XL;Бирюзовый;;;;B012-146-1;Турция;П0000000108;4
5011;2404000003364;ЭКО КОЖА;Куртка Эко кожа B012-146-1/бирюза;5XL;Бирюзовый;;;;B012-146-1;Турция;П0000000108;4
5473;2404000003371;ЭКО КОЖА;Куртка Эко кожа B012-146-1/бирюза;6XL;Бирюзовый;;;;B012-146-1;Турция;П0000000108;4
5598;2404000003388;ЭКО КОЖА;Куртка Эко кожа B012-146-1/бирюза;7XL;Бирюзовый;;;;B012-146-1;Турция;П0000000108;4
5701;2404000003395;ЭКО КОЖА;Куртка Эко кожа B012-146-1/бирюза;8XL;Бирюзовый;;;;B012-146-1;Турция;П0000000108;4
7909;2404000003401;ЭКО КОЖА;Куртка Эко кожа B012-146-1/бирюза;XL;Бирюзовый;;;;B012-146-1;Турция;П0000000108;4
8742;2404000003418;ЭКО КОЖА;Куртка Эко кожа B012-146-1/бирюза;XXL;Бирюзовый;;;;B012-146-1;Турция;П0000000108;4
452;2404000003456;ЭКО КОЖА;Куртка Эко кожа B012-146-1/горчица;3XL;Горчичный;;;;B012-146-1;Турция;П0000000109;4
1808;2404000003463;ЭКО КОЖА;Куртка Эко кожа B012-146-1/горчица;4XL;Горчичный;;;;B012-146-1;Турция;П0000000109;4
5041;2404000003470;ЭКО КОЖА;Куртка Эко кожа B012-146-1/горчица;5XL;Горчичный;;;;B012-146-1;Турция;П0000000109;4
5497;2404000003487;ЭКО КОЖА;Куртка Эко кожа B012-146-1/горчица;6XL;Горчичный;;8900;;B012-146-1;Турция;П0000000109;4
5603;2404000003494;ЭКО КОЖА;Куртка Эко кожа B012-146-1/горчица;7XL;Горчичный;;8900;;B012-146-1;Турция;П0000000109;4
5707;2404000003500;ЭКО КОЖА;Куртка Эко кожа B012-146-1/горчица;8XL;Горчичный;;8900;;B012-146-1;Турция;П0000000109;4
8019;2404000003432;ЭКО КОЖА;Куртка Эко кожа B012-146-1/горчица;XL;Горчичный;;;;B012-146-1;Турция;П0000000109;4
8853;2404000003449;ЭКО КОЖА;Куртка Эко кожа B012-146-1/горчица;XXL;Горчичный;;;;B012-146-1;Турция;П0000000109;4
637;2404000003937;ЭКО КОЖА;Куртка Эко кожа В013-193-1/син;3XL;Синий;;;;В013-193-1;Турция;П0000000114;4
6355;2404000003906;ЭКО КОЖА;Куртка Эко кожа В013-193-1/син;L;Синий;;;;В013-193-1;Турция;П0000000114;4
7171;2404000003883;ЭКО КОЖА;Куртка Эко кожа В013-193-1/син;M;Синий;;7500;;В013-193-1;Турция;П0000000114;4
7658;2404000003890;ЭКО КОЖА;Куртка Эко кожа В013-193-1/син;S;Синий;;7500;;В013-193-1;Турция;П0000000114;4
8294;2404000003913;ЭКО КОЖА;Куртка Эко кожа В013-193-1/син;XL;Синий;;;;В013-193-1;Турция;П0000000114;4
9209;2404000003920;ЭКО КОЖА;Куртка Эко кожа В013-193-1/син;XXL;Синий;;;;В013-193-1;Турция;П0000000114;4
728;2404000004071;ЭКО КОЖА;Куртка Эко кожа В013-194-1;3XL;Черный;;7500;;В013-194-1;Турция;П0000000116;4
6636;2404000004040;ЭКО КОЖА;Куртка Эко кожа В013-194-1;L;Черный;;7500;;В013-194-1;Турция;П0000000116;4
7462;2404000004033;ЭКО КОЖА;Куртка Эко кожа В013-194-1;M;Черный;;7500;;В013-194-1;Турция;П0000000116;4
7735;2404000004026;ЭКО КОЖА;Куртка Эко кожа В013-194-1;S;Черный;;;;В013-194-1;Турция;П0000000116;4
8572;2404000004057;ЭКО КОЖА;Куртка Эко кожа В013-194-1;XL;Черный;;7500;;В013-194-1;Турция;П0000000116;4
9318;2404000004064;ЭКО КОЖА;Куртка Эко кожа В013-194-1;XXL;Черный;;;;В013-194-1;Турция;П0000000116;4
733;2404000003180;ЭКО КОЖА;Куртка Эко кожа В014-152;3XL;Черный;;7500;;В014-152;Турция;П0000000105;4
1970;2404000003159;ЭКО КОЖА;Куртка Эко кожа В014-152;4XL;Черный;;7500;;В014-152;Турция;П0000000105;4
8569;2404000003166;ЭКО КОЖА;Куртка Эко кожа В014-152;XL;Черный;;7500;;В014-152;Турция;П0000000105;4
9327;2404000003173;ЭКО КОЖА;Куртка Эко кожа В014-152;XXL;Черный;;7500;;В014-152;Турция;П0000000105;4
734;2404000004002;ЭКО КОЖА;Куртка Эко кожа В014-206;3XL;Черный;;;;В014-206;Турция;П0000000115;4
6635;2404000003975;ЭКО КОЖА;Куртка Эко кожа В014-206;L;Черный;;;;В014-206;Турция;П0000000115;4
7409;2404000003968;ЭКО КОЖА;Куртка Эко кожа В014-206;M;Черный;;7500;;В014-206;Турция;П0000000115;4
7747;2404000003951;ЭКО КОЖА;Куртка Эко кожа В014-206;S;Черный;;;;В014-206;Турция;П0000000115;4
8557;2404000003982;ЭКО КОЖА;Куртка Эко кожа В014-206;XL;Черный;;;;В014-206;Турция;П0000000115;4
9332;2404000003999;ЭКО КОЖА;Куртка Эко кожа В014-206;XXL;Черный;;7500;;В014-206;Турция;П0000000115;4
6599;2404000004316;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Ветровка Zerpola 12;L;Черный;;;;12;Турция;П0000000101;4
7435;2404000004309;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Ветровка Zerpola 12;M;Черный;;;;12;Турция;П0000000101;4
8551;2404000004323;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Ветровка Zerpola 12;XL;Черный;;;;12;Турция;П0000000101;4
695;2404000004255;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка PANDAS 0001;3XL;Темно-синий;;;;0001;Турция;П0000000100;4
5166;2404000004286;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка PANDAS 0001;5XL;Черный;;;;0001;Турция;П0000000100;4
7383;2404000004248;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка PANDAS 0001;M;Темно-синий;;;;0001;Турция;П0000000100;4
7701;2404000004262;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка PANDAS 0001;S;Темно-синий;;;;0001;Турция;П0000000100;4
8445;2404000004279;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка PANDAS 0001;XL;Темно-синий;;;;0001;Турция;П0000000100;4
679;2404000004637;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка ZERPOLA 0001;3XL;Темно-синий;;32500;;0001;Германия;П0000000180;4
6544;2404000004613;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка ZERPOLA 0001;L;Темно-синий;;;;0001;Германия;П0000000180;4
7719;2404000004606;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка ZERPOLA 0001;S;Темно-синий;;32500;;0001;Германия;П0000000180;4
8476;2404000004620;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка ZERPOLA 0001;XL;Темно-синий;;;;0001;Германия;П0000000180;4
8895;2404000004644;МУЖСКАЯ ВЕСНА-ОСЕНЬ;Куртка ZERPOLA 0001;XXL;Коричневый;;;;0001;Германия;П0000000180;4
913;2404000007614;Женская одежда Зима;Дубленка 047-1 ;46;Коралловый;1;34770;;047-1;Турция;П0000000062;4
1295;2404000007621;Женская одежда Зима;Дубленка 047-1 ;48;Коралловый;;;;047-1;Турция;П0000000062;4
2100;2404000007638;Женская одежда Зима;Дубленка 047-1 ;50;Коралловый;;;;047-1;Турция;П0000000062;4
1631;2404000007737;Женская одежда Зима;Дубленка 073;48;Черный;;;;073;Турция;П0000000065;4
2515;2404000007744;Женская одежда Зима;Дубленка 073;50;Черный;1;31900;;073;Турция;П0000000065;4
3202;2404000007751;Женская одежда Зима;Дубленка 073;52;Черный;1;31900;;073;Турция;П0000000065;4
1319;2404000007690;Женская одежда Зима;Дубленка 1056;48;Коричневый;;;;1056;Турция;П0000000064;4
2122;2404000007706;Женская одежда Зима;Дубленка 1056;50;Коричневый;1;34740;;1056;Турция;П0000000064;4
2752;2404000007713;Женская одежда Зима;Дубленка 1056;52;Коричневый;;;;1056;Турция;П0000000064;4
5828;2404000004965;Женская одежда Зима;Дубленка 5665;L;_;;;;5665;Турция;П0000000080;4
7765;2404000004972;Женская одежда Зима;Дубленка 5665;XL;_;;;;5665;Турция;П0000000080;4
1969;2404000005016;Женская одежда Зима;Дубленка 5802;4XL;Черный;;;;5802;Турция;П0000000081;4
8088;2404000004996;Женская одежда Зима;Дубленка 5802;XL;Коричневый;;;;5802;Турция;П0000000081;4
9363;2404000005009;Женская одежда Зима;Дубленка 5802;XXL;Черный;;130500;;5802;Турция;П0000000081;4
47;2404000001926;Женская одежда Зима;Дубленка P9066-1  раз.48;;;;;;P9066-1;Турция;00000000047;4
48;2404000001933;Женская одежда Зима;Дубленка P9066-1 раз.50;;;;;;P9066-1;Турция;00000000048;4
49;2404000001940;Женская одежда Зима;Дубленка P9066-1 раз.54;;;;;;P9066-1;Турция;00000000049;4
50;2404000001957;Женская одежда Зима;Дубленка P9066-1 раз.56;;;;;;P9066-1;Турция;00000000050;4
805;2404000008284;Женская одежда Зима;Дубленка кожанная /кап./ K9021;44;Бирюзовый;;31900;;К9021;Турция;П0000000089;4
1230;2404000008291;Женская одежда Зима;Дубленка кожанная /кап./ K9021;48;Бирюзовый;;31900;;К9021;Турция;П0000000089;4
2033;2404000008307;Женская одежда Зима;Дубленка кожанная /кап./ K9021;50;Бирюзовый;1;31900;;К9021;Турция;П0000000089;4
3364;2404000008314;Женская одежда Зима;Дубленка кожанная /кап./ K9021;54;Бирюзовый;1;31900;;К9021;Турция;П0000000089;4
2112;2404000008178;Женская одежда Зима;Дубленка кожанная /кап./ K9028-1;50;Коричневый;1;43500;;К9028-1;Турция;П0000000086;4
2774;2404000008154;Женская одежда Зима;Дубленка кожанная /кап./ K9028-1;52;Коричневый;1;43500;;К9028-1;Турция;П0000000086;4
3457;2404000008161;Женская одежда Зима;Дубленка кожанная /кап./ K9028-1;54;Коричневый;;43500;;К9028-1;Турция;П0000000086;4
912;2404000008192;Женская одежда Зима;Дубленка кожанная /кап./ K9059;46;Зеленый;;;;К9059;Турция;П0000000087;4
2743;2404000008208;Женская одежда Зима;Дубленка кожанная /кап./ K9059;52;Зеленый;;;;К9059;Турция;П0000000087;4
3429;2404000008215;Женская одежда Зима;Дубленка кожанная /кап./ K9059;54;Зеленый;;;;К9059;Турция;П0000000087;4
911;2404000008239;Женская одежда Зима;Дубленка кожанная /кап./ K9059-В;46;Зеленый;;37900;;К9059-В;Турция;П0000000088;4
1292;2404000008246;Женская одежда Зима;Дубленка кожанная /кап./ K9059-В;48;Зеленый;1;37900;;К9059-В;Турция;П0000000088;4
2740;2404000008253;Женская одежда Зима;Дубленка кожанная /кап./ K9059-В;52;Зеленый;;83250;;К9059-В;Турция;П0000000088;4
3430;2404000008260;Женская одежда Зима;Дубленка кожанная /кап./ K9059-В;54;Зеленый;;83250;;К9059-В;Турция;П0000000088;4
43;2404000001889;Женская одежда Зима;Дубленка кожанная K9022-R раз.50;;;1;40700;;К9022-R;Турция;00000000043;4
44;2404000001896;Женская одежда Зима;Дубленка кожанная K9022-R раз.52;;;;;;К9022-R;Турция;00000000044;4
45;2404000001902;Женская одежда Зима;Дубленка кожанная K9022-R раз.54;;;;;;К9022-R;Турция;00000000045;4
46;2404000001919;Женская одежда Зима;Дубленка кожанная K9022-R раз.56;;;;;;К9022-R;Турция;00000000046;4
42;2404000001872;Женская одежда Зима;Дубленка кожанная P8817- 1 раз.54 т. синяя;;;1;36200;;Р8817-1;Турция;00000000042;4
39;2404000001841;Женская одежда Зима;Дубленка кожанная P8817-1 раз.48;;;;;;Р8817-1;Турция;00000000039;4
40;2404000001858;Женская одежда Зима;Дубленка кожанная P8817-1 раз.50;;;;;;Р8817-1;Турция;00000000040;4
41;2404000001865;Женская одежда Зима;Дубленка кожанная P8817-1 раз.52;;;;;;Р8817-1;Турция;00000000041;4
1126;2404000007652;Женская одежда Зима;Дубленка Н-175;46;Черный;;;;Н-175;Турция;П0000000063;4
2517;2404000007669;Женская одежда Зима;Дубленка Н-175;50;Черный;;;;Н-175;Турция;П0000000063;4
3911;2404000007676;Женская одежда Зима;Дубленка Н-175;54;Черный;;;;Н-175;Турция;П0000000063;4
6244;2404000004934;Женская одежда Зима;Пуховик Дубленка 5749;L;Серый;;;;5749;Турция;П0000000079;4
7092;2404000004941;Женская одежда Зима;Пуховик Дубленка 5749;M;Серый;;;;5749;Турция;П0000000079;4
5847;2404000004880;Женская одежда Зима;Пуховик Дубленка 5794;L;Бежевый;;96950;;5794;Турция;П0000000078;4
6726;2404000004897;Женская одежда Зима;Пуховик Дубленка 5794;M;Бежевый;;;;5794;Турция;П0000000078;4
7506;2404000004873;Женская одежда Зима;Пуховик Дубленка 5794;S;Бежевый;;96950;;5794;Турция;П0000000078;4
7767;2404000004903;Женская одежда Зима;Пуховик Дубленка 5794;XL;Бежевый;;;;5794;Турция;П0000000078;4
